	wt_d0._vs_TET3KO_d0._CI.L	wt_d0._vs_TET3KO_d0._CI.R	wt_d0._vs_TET3KO_d0._diff	wt_d0._vs_TET3KO_d0._p.adj	wt_d0._vs_TET3KO_d0._p.val	Protein.Group	Protein.Ids	Protein.Names	First.Protein.Description
SLC37A4	-0.844661996496517	0.890835542470062	0.0230867729867725	0.854093905971516	0.957523247516804	O43826	O43826;U3KQS2;U3KPU7	G6PT1_HUMAN	Glucose-6-phosphate exchanger SLC37A4
SLC38A1	-1.38925907506799	0.620676945613761	-0.384291064727115	0.797644730845291	0.445410705057278	Q9H2H9	Q9H2H9;F8VX04	S38A1_HUMAN	Sodium-coupled neutral amino acid transporter 1
SLC38A10	-0.320071238053089	0.536339108728342	0.108133935337626	0.821949376413872	0.613668306122351	Q9HBR0	Q9HBR0;I3L0Q8;H0YF92	S38AA_HUMAN	Putative sodium-coupled neutral amino acid transporter 10
SLC38A2	-4.83759840773908	4.12418776393723	-0.356705321900929	0.847546799284894	0.873397009989564	Q96QD8	Q96QD8	S38A2_HUMAN	Sodium-coupled neutral amino acid transporter 2
SLC38A4	0.0351796013871137	7.01753736094978	3.52635848116845	0.590716346836343	0.0478279567485466	Q969I6	Q969I6	S38A4_HUMAN	Sodium-coupled neutral amino acid transporter 4
SLC38A5	-3.43161419579925	4.5823804679685	0.575383136084625	0.838875039258799	0.77385223508355	Q8WUX1	Q8WUX1;C9JHH7;C9JJU1;C9JWG4;C9JNK4;C9JMY2	S38A5_HUMAN	Sodium-coupled neutral amino acid transporter 5
SLC38A7	-1.6966558849438	0.0266237549348997	-0.835016065004449	0.609528520862514	0.0572005500878256	Q9NVC3	Q9NVC3;H3BPK8	S38A7_HUMAN	Putative sodium-coupled neutral amino acid transporter 7
SLC39A1	-0.780377848414972	0.781595719112574	0.0006089353488007	0.857090106800475	0.998754563906341	Q9NY26	Q9NY26;Q5T4K2;Q5T4K3;Q5T4K4	S39A1_HUMAN	Zinc transporter ZIP1
SLC39A10	-1.02402833648458	0.972896207849832	-0.0255660643173741	0.854212214988426	0.959118207070033	Q9ULF5	Q9ULF5	S39AA_HUMAN	Zinc transporter ZIP10
SLC39A14	-3.00312021634888	3.06168808724058	0.0292839354458501	0.856074027647086	0.984575590571791	Q15043	Q15043;E5RIP4;E5RJG5;E5RGA7;E5RFZ8;E5RJ40	S39AE_HUMAN	Metal cation symporter ZIP14
SLC39A6	-9.58354701947231	1.08993023031831	-4.246808394577	0.680634194992747	0.11604803231802	Q13433	Q13433;K7EQ91	S39A6_HUMAN	Zinc transporter ZIP6
SLC39A7	0.733315249695814	5.52375171273004	3.12853348121293	0.436467772803006	0.0115984971121866	Q92504	Q92504	S39A7_HUMAN	Zinc transporter SLC39A7
SLC3A2	0.188790852402209	1.04812701866038	0.618458935531294	0.361634449836784	0.0057446724706321	P08195	P08195;F5GZS6;H0YFS2;F5H867;J3KPF3	4F2_HUMAN	4F2 cell-surface antigen heavy chain
SLC43A3	-8.27201411031793	7.02365333727252	-0.624180386522703	0.847287595988731	0.870230107410843	Q8NBI5	Q8NBI5;H0YD64;E9PS74	S43A3_HUMAN	Solute carrier family 43 member 3
SLC44A1	-0.824398610650825	0.855966481954973	0.0157839356520739	0.855014049658853	0.969999393269309	Q8WWI5	Q8WWI5	CTL1_HUMAN	Choline transporter-like protein 1
SLC44A2	-1.46456335495058	0.336181225865683	-0.564191064542449	0.736830137313232	0.213557147736244	Q8IWA5	Q8IWA5;K7ESF5;K7EPV6	CTL2_HUMAN	Choline transporter-like protein 2
SLC44A3	-3.23094232160397	3.23094232160397	0.0	0.857178666832875	1.0	Q8N4M1	Q8N4M1;H0YD35;E9PIC5	CTL3_HUMAN	Choline transporter-like protein 3
SLC45A1	-5.1493522374905	5.1493522374905	0.0	0.857178666832875	1.0	Q9Y2W3	Q9Y2W3;A0A2H2EQP0	S45A1_HUMAN	Proton-associated sugar transporter A
SLC45A4	8.39960296218971	15.7260485511373	12.0628257566635	0.0018602846169641	3.28487081062289e-08	Q5BKX6	Q5BKX6;E7EV90	S45A4_HUMAN	Solute carrier family 45 member 4
SLC49A4	-1.21623501438839	0.164402885342721	-0.525916064522832	0.692926056537402	0.132001327352657	Q96SL1	Q96SL1;Q05BS2	DIRC2_HUMAN	Solute carrier family 49 member 4
SLC4A10	-4.6580230143141	4.09335369292539	-0.282334660694357	0.849466204453695	0.897230071899103	Q6U841	Q2Y0W8;Q6U841;C9J240;E7EW28	S4A10_HUMAN	Sodium-driven chloride bicarbonate exchanger
SLC4A1AP	-0.277919157791003	0.481087028616882	0.10158393541294	0.819359248700465	0.592625691718796	Q9BWU0	Q9BWU0;A0A087WWF4;A0A087X0M4	NADAP_HUMAN	Kanadaptin
SLC4A2	-0.0663132546826627	0.770331125787316	0.352008935552327	0.663233804588537	0.0970652915589572	P04920	P04920	B3A2_HUMAN	Anion exchange protein 2
SLC4A5	-3.48172561576697	3.05403103883038	-0.213847288468294	0.849350973407381	0.895780126761139	Q9BY07	Q9BY07;E7EQT3	S4A5_HUMAN	Electrogenic sodium bicarbonate cotransporter 4
SLC4A7	-5.19751768242562	5.06143555353812	-0.0680410644437544	0.855656982190973	0.978814464065093	E9PFN4	E9PFN4;A0A0A0MST8	E9PFN4_HUMAN	Anion exchange protein
SLC4A7	-1.49110852521675	8.89840599289635	3.7036487338398	0.709722841142293	0.158023190630943	H7C3C4	H7C3C4	H7C3C4_HUMAN	Anion exchange protein (Fragment)
SLC4A7	-0.667248975038052	0.0828668454408495	-0.292191064798601	0.686755641932519	0.123700631633158	Q9Y6M7	Q9Y6M7;H7C3C4;C9JRP1;E9PFN4;A0A0A0MST8	S4A7_HUMAN	Sodium bicarbonate cotransporter 3
SLC4A8	-3.19009086557103	3.19009086557103	-4.44089209850063e-16	0.857178666832875	1.0	Q2Y0W8	Q2Y0W8	S4A8_HUMAN	Electroneutral sodium bicarbonate exchanger 1
SLC50A1	-20.0007979436789	-10.873507582245	-15.4371527629619	0.0012454734784609	1.75848558846067e-08	Q9BRV3	Q9BRV3;A0A087WXX5;Q5SR67	SWET1_HUMAN	Sugar transporter SWEET1
SLC5A3	-0.26606068658135	0.266060686581347	-1.33226762955019e-15	0.857178666832875	0.999999999999992	P53794	P53794	SC5A3_HUMAN	Sodium/myo-inositol cotransporter
SLC5A6	-1.76622327824815	-0.402258850826856	-1.0842410645375	0.279613321473746	0.0024893025722956	Q9Y289	Q9Y289	SC5A6_HUMAN	Sodium-dependent multivitamin transporter
SLC66A3	-3.03066751492572	3.03066751492572	-4.44089209850063e-16	0.857178666832875	1.0	Q8N755	Q8N755;C9J4B6;G5E9P4	S66A3_HUMAN	Solute carrier family 66 member 3
SLC6A15	-0.654357783440239	0.654357783440242	1.77635683940025e-15	0.857178666832875	0.999999999999996	Q9H2J7	Q9H2J7	S6A15_HUMAN	Sodium-dependent neutral amino acid transporter B(0)AT2
SLC6A6	-1.10167233317422	0.154290203736375	-0.473691064718924	0.695585943426654	0.135774269973994	P31641	P31641;A0A087WYN0;A0A087WY96;C9JPV1	SC6A6_HUMAN	Sodium- and chloride-dependent taurine transporter
SLC6A8	-1.31901510790616	1.35288297884285	0.0169339354683444	0.855725248386141	0.979755176445443	P48029	P48029;H7C249	SC6A8_HUMAN	Sodium- and chloride-dependent creatine transporter 1
SLC6A9	4.77808686086847	16.5660276146097	10.6720572377391	0.179649954915986	0.0006785169530255	P48067	P48067;B7Z3A9;B7Z589;J3KPA5	SC6A9_HUMAN	Sodium- and chloride-dependent glycine transporter 1
SLC7A1	-1.58787267382078	0.0236905445026643	-0.782091064659056	0.608853780610183	0.0568318797278766	P30825	P30825;Q5JR49	SL7A1_HUMAN	High affinity cationic amino acid transporter 1
SLC7A11	6.32804905331832	18.8367781785409	12.5824136159296	0.118880347514544	0.0001949944306038	Q9UPY5	Q9UPY5	XCT_HUMAN	Cystine/glutamate transporter
SLC7A14	-2.80035565441045	2.80035565441045	0.0	0.857178666832875	1.0	Q8TBB6	Q8TBB6	S7A14_HUMAN	Probable cationic amino acid transporter
SLC7A2	-3.67042812048608	4.92421554965578	0.626893714584849	0.838548828774369	0.770356308550633	P52569	P52569;A0A1W2PR06	CTR2_HUMAN	Cationic amino acid transporter 2
SLC7A3	-4.47404784396353	2.92556571480914	-0.774241064577193	0.829018859233086	0.675554300957048	Q8WY07	Q8WY07	CTR3_HUMAN	Cationic amino acid transporter 3
SLC7A4	-5.9560632633179	5.9560632633179	8.881784197001249e-16	0.857178666832875	1.0	O43246	O43246	CTR4_HUMAN	Cationic amino acid transporter 4
SLC7A5	-1.10929867459207	0.495466545072523	-0.306916064759772	0.797621083043376	0.445275279253753	Q01650	Q01650;A0A0C4DGL4	LAT1_HUMAN	Large neutral amino acids transporter small subunit 1
SLC7A6	-2.54832966117391	-0.490974784455428	-1.51965222281467	0.340510236269593	0.0046726051628361	Q92536	Q92536	YLAT2_HUMAN	Y+L amino acid transporter 2
SLC7A6OS	-0.840795990899709	-0.157886138464298	-0.499341064682003	0.348787903891783	0.0050694708713086	Q96CW6	Q96CW6;A0A087X0P9	S7A6O_HUMAN	Probable RNA polymerase II nuclear localization protein SLC7A6OS
SLC7A8	-3.57741108605934	2.1639289571053	-0.706741064477022	0.823014542669247	0.622567817760644	Q9UHI5	Q9UHI5	LAT2_HUMAN	Large neutral amino acids transporter small subunit 2
SLC8A2	-0.766444144592154	0.76644414459215	-1.77635683940025e-15	0.857178666832875	0.999999999999996	Q9UPR5	Q9UPR5;F5H6L7	NAC2_HUMAN	Sodium/calcium exchanger 2
SLC9A1	-2.50158912120511	-0.157958876743943	-1.32977399897453	0.529165439134854	0.0270202119950444	P19634	P19634	SL9A1_HUMAN	Sodium/hydrogen exchanger 1
SLC9A3R1	-0.0028135454409465	0.821831416492894	0.409508935525974	0.5985650060205	0.0515188937816408	O14745	O14745	NHRF1_HUMAN	Na(+)/H(+) exchange regulatory cofactor NHE-RF1
SLC9A3R2	-0.589698237806576	0.309866108279482	-0.139916064763547	0.8115922611246	0.534309716714146	Q15599	Q15599	NHRF2_HUMAN	Na(+)/H(+) exchange regulatory cofactor NHE-RF2
SLC9A6	-1.83903687981056	-0.0122800517495809	-0.925658465780071	0.589137430672833	0.0471204847970897	Q92581	Q92581;A0A0D9SGH0;A0A1B0GV11;A0A1B0GW29	SL9A6_HUMAN	Sodium/hydrogen exchanger 6
SLC9A8	-5.26980466932352	5.08340243489713	-0.0932011172131979	0.855105450569289	0.971247658175753	Q9Y2E8	Q9Y2E8	SL9A8_HUMAN	Sodium/hydrogen exchanger 8
SLCO2A1	-2.43946137981758	2.43946137981758	6.66133814775094e-16	0.857178666832875	1.0	Q92959	Q92959;E7EU40	SO2A1_HUMAN	Solute carrier organic anion transporter family member 2A1
SLCO3A1	-1.4777588192991	9.64760628694555	4.08492373382322	0.702506903128028	0.14618343415148	Q9UIG8	Q9UIG8	SO3A1_HUMAN	Solute carrier organic anion transporter family member 3A1
SLCO5A1	-3.4188171956272	3.4188171956272	0.0	0.857178666832875	1.0	Q9H2Y9	Q9H2Y9	SO5A1_HUMAN	Solute carrier organic anion transporter family member 5A1
SLF1	-2.79699475720061	2.79699475720061	4.44089209850063e-16	0.857178666832875	1.0	Q9BQI6	Q9BQI6	SLF1_HUMAN	SMC5-SMC6 complex localization factor protein 1
SLFN13	-15.8782370804041	-9.43285177601696	-12.6555444282105	0.0001042000169109	4.0703765058254003e-10	Q68D06	Q68D06	SLN13_HUMAN	Schlafen family member 13
SLFN5	-1.28987176306398	1.28987176306399	3.5527136788005e-15	0.857178666832875	0.999999999999996	Q08AF3	Q08AF3	SLFN5_HUMAN	Schlafen family member 5
SLIRP	-0.750065832870583	0.120833703511083	-0.31461606467975	0.706525801276894	0.152646650635775	Q9GZT3	Q9GZT3;A0A087WUN7;G3V2S9;H0YJ40;G3V4X6;H0YJI1	SLIRP_HUMAN	"""SRA stem-loop-interacting RNA-binding protein, mitochondrial"""
SLIT1	-5.15228042851238	5.15228042851239	4.44089209850063e-16	0.857178666832875	1.0	O75093	O75093	SLIT1_HUMAN	Slit homolog 1 protein
SLIT2	-4.94700031120459	4.9470003112046	4.44089209850063e-16	0.857178666832875	1.0	O94813	O94813;A0A087WYV5;E9PCX4;X6R3P0	SLIT2_HUMAN	Slit homolog 2 protein
SLIT3	11.0455393953756	21.696671670011	16.3711055326933	0.0045932821489901	1.51012360687575e-07	O75094	O75094;A0A0A0MSC8	SLIT3_HUMAN	Slit homolog 3 protein
SLITRK1	-1.26942395166075	1.26942395166076	1.77635683940025e-15	0.857178666832875	0.999999999999998	Q96PX8	Q96PX8	SLIK1_HUMAN	SLIT and NTRK-like protein 1
SLK	0.333315724891214	0.945002146217484	0.639158935554349	0.0985375204941642	0.0001185551055955	Q9H2G2	Q9H2G2	SLK_HUMAN	STE20-like serine/threonine-protein kinase
SLMAP	-1.04777366021272	0.522391530490474	-0.262691064861123	0.807158597800762	0.503992175626219	Q14BN4	Q14BN4;A0A590UJS6;H7BZW9;A0A590UJK3;H7BZK0;A0A5F9VB99;H7C3M8	SLMAP_HUMAN	Sarcolemmal membrane-associated protein
SLPI	-3.04127848677326	3.04127848677326	4.44089209850063e-16	0.857178666832875	1.0	P03973	P03973	SLPI_HUMAN	Antileukoproteinase
SLTM	-0.239391595325029	0.714009465983833	0.237308935329402	0.771613283963367	0.321567139163541	Q9NWH9	Q9NWH9;H7BXE3;H7C3F4	SLTM_HUMAN	SAFB-like transcription modulator
SLU7	-0.417544475377701	0.407712346072385	-0.004916064652658	0.855813400076783	0.980971258864368	O95391	O95391	SLU7_HUMAN	Pre-mRNA-splicing factor SLU7
SLX4	-1.36872118896415	0.225689059643759	-0.571516064660194	0.708408433541018	0.155786785687979	Q8IY92	Q8IY92	SLX4_HUMAN	Structure-specific endonuclease subunit SLX4
SLX4IP	0.753902986540501	5.5630639758388	3.15848348118965	0.432348672017448	0.011167435562502	Q5VYV7	Q5VYV7	SLX4I_HUMAN	Protein SLX4IP
SMAD2	0.23807062878538	1.00174724212023	0.619908935452806	0.262194418852432	0.0020528458413635	Q15796	Q15796	SMAD2_HUMAN	Mothers against decapentaplegic homolog 2
SMAD3	-5.23693950363876	3.58769739067737	-0.824621056480694	0.832491648116846	0.708508534674964	P84022	P84022;H3BQ00	SMAD3_HUMAN	Mothers against decapentaplegic homolog 3
SMAD4	-0.474484300504091	0.240452171437798	-0.117016064533146	0.808543183328667	0.51324154260947	Q13485	Q13485;K7EIU8;K7EL18;K7EIJ2;K7ES96	SMAD4_HUMAN	Mothers against decapentaplegic homolog 4
SMAD5	0.144354288599544	1.50351358233427	0.823933935466908	0.488076921252123	0.0185778748425233	Q99717	Q99717;Q15797	SMAD5_HUMAN	Mothers against decapentaplegic homolog 5
SMAD9	-5.22729979122391	5.22729979122392	1.5543122344752201e-15	0.857178666832875	1.0	O15198	O15198	SMAD9_HUMAN	Mothers against decapentaplegic homolog 9
SMAP1	-1.14202892633215	1.68324679698585	0.270608935326852	0.831776494906953	0.701577817239346	Q8IYB5	Q8IYB5;A0A087X1X9	SMAP1_HUMAN	Stromal membrane-associated protein 1
SMAP2	-4.40248875151617	4.40248875151617	-6.66133814775094e-16	0.857178666832875	1.0	Q8WU79	Q8WU79;A0A087WV97;X6RCC3	SMAP2_HUMAN	Stromal membrane-associated protein 2
SMARCA1	-0.345732214393457	0.282650085257749	-0.031541064567854	0.844825861806165	0.840754903295932	P28370	P28370;B7ZLQ5;A0A0A0MRP6	SMCA1_HUMAN	Probable global transcription activator SNF2L1
SMARCA2	-0.724391299808483	0.724391299808472	-5.3290705182007506e-15	0.857178666832874	0.999999999999988	P51531	P51531;F6VDE0;A0A0U1RQZ9	SMCA2_HUMAN	Probable global transcription activator SNF2L2
SMARCA4	8.38513978946459	17.1415699268764	12.7633548581705	0.0082947236536969	4.55608692082165e-07	A0A2R8YF80	A0A2R8YF80	A0A2R8YF80_HUMAN	Transcription activator BRG1 (Fragment)
SMARCA4	-0.200460178734821	0.318028049220322	0.0587839352427508	0.826218895795537	0.650236078067161	P51532	P51531;P51532;A0A2R8YG32;A0A2R8Y4R6;A0A2R8Y6V2;A0A2R8YFV8;A0A2R8YGP5;A0A0A0MT49;A0A2R8Y7Y7;A0A2R8YGG3;A0A2R8Y4C5;A0A2R8YCY3;A0A2R8Y7F3;A0A2R8Y440;Q9HBD4;A0A2R8YDA1;F6VDE0;A0A2R8YF58;A0A2R8Y526;A0A2R8Y4P4;A0A2R8YF80;A0A0U1RQZ9;A0A2R8Y6N0;A0A2R8Y7S2	SMCA4_HUMAN	Transcription activator BRG1
SMARCA5	-0.373875175480193	0.315643046110337	-0.0291160646849278	0.846920107418003	0.865761047168189	O60264	O60264;P28370;B7ZLQ5;A0A0A0MRP6	SMCA5_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5
SMARCAD1	-0.654901010289142	0.0990188808586198	-0.277941064715261	0.701485745232086	0.144591600471885	Q9H4L7	Q9H4L7	SMRCD_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1
SMARCAL1	-1.18393419966965	-0.568847929441486	-0.87639106455557	0.0104633028662251	7.17483347104674e-07	Q9NZC9	Q9NZC9;H7BYI2	SMAL1_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1
SMARCB1	-3.08523670057228	3.08523670057228	0.0	0.857178666832875	1.0	A0A0U1RQQ2;A0A2R8YEE8;B5MCL5;G5E975	A0A2R8YEE8;A0A0U1RQQ2;G5E975;B5MCL5	A0A0U1RQQ2_HUMAN;A0A2R8YEE8_HUMAN;B5MCL5_HUMAN;G5E975_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 (Fragment)
SMARCB1	0.431064611361442	0.995553259856423	0.713308935608932	0.0295053571101041	6.54932319822746e-06	Q12824	Q12824;A0A0G2JRV3;G5E975	SNF5_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
SMARCC1	-0.0856917601730531	0.462259630959228	0.188283935393088	0.718137149126563	0.173247824969445	Q92922	Q92922	SMRC1_HUMAN	SWI/SNF complex subunit SMARCC1
SMARCC2	-4.12390264275961	4.12390264275961	4.44089209850063e-16	0.857178666832875	1.0	F8VXC8	F8VXC8	F8VXC8_HUMAN	SWI/SNF complex subunit SMARCC2
SMARCC2	-0.104363369550511	0.509431240495117	0.202533935472303	0.726746629664444	0.190605944324145	Q8TAQ2	Q8TAQ2;F8VXC8;F8VZW6	SMRC2_HUMAN	SWI/SNF complex subunit SMARCC2
SMARCD1	-0.336494113396786	0.0859119840309972	-0.125291064682894	0.746474660492717	0.23856462603165	Q96GM5	Q96GM5;F8VUB0;F8VRQ4	SMRD1_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1
SMARCD2	0.213691183302696	0.801076687911038	0.507383935606867	0.211607415004513	0.0011167483776906	Q92925	Q92925;J3KMX2;B9EGA3	SMRD2_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2
SMARCD3	-9.08189514239651	1.83998356995621	-3.62095578622015	0.72577713118737	0.188553952454548	Q6STE5	Q6STE5	SMRD3_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3
SMARCE1	0.100456329445647	0.923061541378149	0.511758935411898	0.470753456582044	0.0158677668000038	Q969G3	Q969G3;J3QKS7;J3QR61;J3KT85;A0A2R8Y7I9;A0A2R8YD78;A0A2R8Y4T4;A0A2R8Y7U4;A0A2U3TZQ7;A0A2R8YES3;A0A2R8Y855;B4DGM3;A0A2R8Y765	SMCE1_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1
SMC1A	0.135929244982285	0.799038625291403	0.467483935136844	0.378138255219284	0.0067300298841689	Q14683	Q14683;G8JLG1	SMC1A_HUMAN	Structural maintenance of chromosomes protein 1A
SMC2	-0.0820093273784762	0.638977198094832	0.278483935358178	0.689119090090532	0.126807662626212	O95347	O95347	SMC2_HUMAN	Structural maintenance of chromosomes protein 2
SMC3	0.0424410724020272	0.43942679834936	0.240933935375693	0.487320167068004	0.0184503928094235	Q9UQE7	Q9UQE7	SMC3_HUMAN	Structural maintenance of chromosomes protein 3
SMC4	0.190163156338752	0.994554714254835	0.592358935296794	0.342993347660855	0.0047886763870584	Q9NTJ3	Q9NTJ3;E9PD53	SMC4_HUMAN	Structural maintenance of chromosomes protein 4
SMC5	-1.03400051587803	-0.167331613549774	-0.600666064713902	0.391544093236941	0.007640913019962	Q8IY18	Q8IY18	SMC5_HUMAN	Structural maintenance of chromosomes protein 5
SMC6	-0.410300108495269	1.2574679791519	0.423583935328317	0.769102398839496	0.311906614506082	Q96SB8	Q96SB8;C9JMN1;A0A0A0MRY1	SMC6_HUMAN	Structural maintenance of chromosomes protein 6
SMCHD1	-0.104715176898887	0.542183048058122	0.218733935579618	0.721638032136326	0.180075988316936	A6NHR9	A6NHR9;J3KTL8	SMHD1_HUMAN	Structural maintenance of chromosomes flexible hinge domain-containing protein 1
SMCR8	0.360480873276685	1.27013699729488	0.815308935285785	0.186017298234792	0.0007570449954666	Q8TEV9	Q8TEV9	SMCR8_HUMAN	Guanine nucleotide exchange protein SMCR8
SMG1	-1.4981031547905	0.30042102639579	-0.598841064197355	0.724885875231724	0.186690092683626	Q96Q15	Q96Q15;J3KRA9	SMG1_HUMAN	Serine/threonine-protein kinase SMG1
SMG5	-1.02363682460226	0.104854695793697	-0.459391064404279	0.673746086877989	0.108071990448197	Q9UPR3	Q9UPR3	SMG5_HUMAN	Protein SMG5
SMG6	-0.501639730853104	0.162357601077805	-0.169641064887649	0.768351983552721	0.309085535077523	Q86US8	Q86US8;I3L390	EST1A_HUMAN	Telomerase-binding protein EST1A
SMG7	-0.499131681713801	0.0862495532011515	-0.206441064256325	0.712250679320106	0.162428844070707	Q92540	Q92540;E9PD50;B1ALB4	SMG7_HUMAN	Protein SMG7
SMG8	-0.351176879769231	0.438444750177457	0.0436339352041131	0.843466777980808	0.82494153334825	Q8ND04	Q8ND04;J3KTD7	SMG8_HUMAN	Protein SMG8
SMG9	-1.06245956617732	1.21222743693236	0.074883935377521	0.849300344915823	0.895143848992186	M0QZH1	M0QZH1	M0QZH1_HUMAN	Protein SMG9 (Fragment)
SMG9	-0.879396699289757	0.913314570039149	0.0169589353746957	0.854998428439051	0.969786216328891	Q9H0W8	Q9H0W8	SMG9_HUMAN	Protein SMG9
SMIM11A	-1.41481807805999	0.486037654570996	-0.464390211744497	0.773857885428424	0.330500260943393	P58511	P58511	SI11A_HUMAN	Small integral membrane protein 11A
SMIM12	10.5656721853404	24.9971783252351	17.7814252552878	0.0357627326136961	1.00306864663046e-05	Q96EX1	Q96EX1;E5RH51	SIM12_HUMAN	Small integral membrane protein 12
SMIM4	6.70839722701321	17.7069264401551	12.2076618335841	0.0712824570695123	5.09927883999735e-05	Q8WVI0	Q8WVI0	SMIM4_HUMAN	Small integral membrane protein 4
SMIM7	-3.05975938272958	5.30823896906362	1.12423979316702	0.819182006125121	0.591216105252076	Q9BQ49	Q9BQ49;M0QYU9;B7WNH4;E9PLH2;M0R0R3;E9PP42;E9PNA8;M0R2G5	SMIM7_HUMAN	Small integral membrane protein 7
SMN1	-0.40785368681263	0.419121557565675	0.0056339353765224	0.855615156200774	0.978238548874086	Q16637	Q16637;A0A0G2JRX5;A0A0G2JRY6;A0A1W2PRV5;B4DP61;E7EQZ4;H0YBZ9	SMN_HUMAN	Survival motor neuron protein
SMNDC1	0.196794383840245	1.25522348705833	0.726008935449286	0.399587773929393	0.008240550007131	O75940	O75940	SPF30_HUMAN	Survival of motor neuron-related-splicing factor 30
SMPD1	0.984042932614334	6.93652001088461	3.96028147174947	0.422766404889522	0.0102230002124068	P17405	P17405;H0YEP5	ASM_HUMAN	Sphingomyelin phosphodiesterase
SMPD3	-5.12720135979007	5.12720135979008	3.5527136788005e-15	0.857178666832875	0.999999999999999	Q9NY59	Q9NY59;H3BS51	NSMA2_HUMAN	Sphingomyelin phosphodiesterase 3
SMPD4	-0.74176607972526	0.350683950535605	-0.195541064594828	0.802590340593554	0.474814763775268	Q9NXE4	Q9NXE4;H7C1Q6;H7C2J2;H7C0W5	NSMA3_HUMAN	Sphingomyelin phosphodiesterase 4
SMPDL3B	1.14023331649852	2.98773455409438	2.06398393529645	0.0686846223233933	4.63729444242442e-05	Q92485	Q92485;Q5T0Y8;F8VWW8	ASM3B_HUMAN	Acid sphingomyelinase-like phosphodiesterase 3b
SMS	-0.232330437959263	0.678948308529726	0.223308935285232	0.773496960128388	0.329044461790866	P52788	P52788	SPSY_HUMAN	Spermine synthase
SMTN	-4.50134362558676	4.71541149680596	0.1070339356096	0.854492996876414	0.962914344421642	P53814	P53814;A0A096LNK9;A0A087WVP4;A0A087X1R1	SMTN_HUMAN	Smoothelin
SMTNL2	-8.7501483058483	0.2262815166631	-4.2619333945926	0.618226190703319	0.0621940387090738	Q2TAL5	Q2TAL5	SMTL2_HUMAN	Smoothelin-like protein 2
SMU1	0.0777328683116694	0.778685002542284	0.428208935426976	0.482998358753592	0.0177389057887552	Q2TAY7	Q2TAY7	SMU1_HUMAN	WD40 repeat-containing protein SMU1
SMUG1	-4.68381522864403	4.69449590700668	0.0053403391813233	0.857049274522492	0.998180852389446	Q53HV7	Q53HV7;D6RI04	SMUG1_HUMAN	Single-strand selective monofunctional uracil DNA glycosylase
SMURF1	-1.11514597366458	-0.0990861554022752	-0.607116064533425	0.497429706637407	0.0202282691549875	Q9HCE7	Q9HCE7	SMUF1_HUMAN	E3 ubiquitin-protein ligase SMURF1
SMURF2	-1.76606752945584	-0.0234054939863706	-0.894736511721103	0.582799078866501	0.0443915800038531	Q9HAU4	Q9HAU4;J3QQM4	SMUF2_HUMAN	E3 ubiquitin-protein ligase SMURF2
SMYD3	-0.493756791467404	0.1556246624095	-0.169066064528952	0.76589865201622	0.300068443922484	Q9H7B4	Q9H7B4;B0QZ88	SMYD3_HUMAN	Histone-lysine N-methyltransferase SMYD3
SMYD4	-1.1512577844283	-0.0073952336433508	-0.579326509035823	0.589378885498121	0.0472279411302611	Q8IYR2	Q8IYR2;I3L2P4;I3L496	SMYD4_HUMAN	SET and MYND domain-containing protein 4
SMYD5	-0.149884515733051	0.875302385932551	0.36270893509975	0.711500710354682	0.161107174252044	Q6GMV2	Q6GMV2;C9IYN9;E2QRN5;F8WEJ9	SMYD5_HUMAN	SET and MYND domain-containing protein 5
SNAI1	-0.605157251041987	0.605157251041987	2.2204460492503099e-16	0.857178666832875	0.999999999999999	O95863	O95863	SNAI1_HUMAN	Zinc finger protein SNAI1
SNAP23	0.130575445493814	0.860342425567783	0.495458935530799	0.407470457098472	0.0088703084243601	O00161	O00161;H3BM38;H3BPJ0;H3BNE1;H3BR18	SNP23_HUMAN	Synaptosomal-associated protein 23
SNAP25	0.394662512473436	10.0772044497124	5.23593348109291	0.556204556305607	0.0346493597716282	P60880	P60880;A0A0A0MSS0	SNP25_HUMAN	Synaptosomal-associated protein 25
SNAP29	-1.14019937361134	0.383717244393591	-0.378241064608872	0.771958901158665	0.32292408275573	O95721	O95721;C9JAF7	SNP29_HUMAN	Synaptosomal-associated protein 29
SNAP47	-1.29117970277084	0.0157975735681384	-0.637691064601349	0.60649213464738	0.0555617430994246	Q5SQN1	Q5SQN1;A0A087X0B7;H7C3C7	SNP47_HUMAN	Synaptosomal-associated protein 47
SNAP91	-3.19870971282686	3.19870971282685	-1.77635683940025e-15	0.857178666832875	0.999999999999999	O60641	O60641;E5RFC6;E5RGY9;E9PDG8;E5RIJ5;E5RK51	AP180_HUMAN	Clathrin coat assembly protein AP180
